Inf;Player;Acceleration;Best Position;Media Description;Eligible;Position;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Free Kick Taking;Marking;Technique;Recommendation;Cons;Ability;Role Ability;Role Ability Out Of Possession;Potential;Pros;2nd Nat;Right Foot;Nation of Birth;EU National;Left Foot;Height;Age;Morale;Knowledge;Injury Susceptibility;Tackling;Penalty Taking;Passing;Long Throws;Long Shots;Heading;Communication;First Touch;Finishing;Dribbling;Crossing;Corners;Based In;Division;Work Rate;Team Work;Vision;Positioning;Off The Ball;Leadership;Club;Decisions;Flair;Determination;Concentration;Aggression;Composure;Anticipation;Bravery;Throwing;Rushing Out (Tendency);Aerial Reach;Reflexes;Punching;One On Ones;Command Of Area;Kicking;Eccentricity;Handling;Transfer Value;Recommendation
Wnt;Teboho Mokoena;15;DM;Midfielder;Yes;DM, M (C);10;11;7;16;13;13;10;14;11;13;B-;Unknown;Unknown;;;Unknown;Speed;Cameroon;Very Strong;South Africa;False;Fairly Strong;176 cm;28;Extremely Good;Extensive Knowledge;Very Low;9;10;16;7;15;8;4;12;10;11;9;10;South Africa;South African Premiership;11;13;13;15;12;10;Sundowns;12;10;16;13;10;15;13;10;2;2;2;1;3;4;3;3;2;1;€450K - €1.3M;B-
;Brenden Aaronson;15;AM (C);Attacking midfielder;Yes;M (C), AM (RLC);15;10;8;18;14;18;5;10;9;14;B-;Unknown;Unknown;;;Unknown;Unknown;Belgium;Very Strong;U.S.A.;False;Reasonable;177 cm;24;Very Good;Extensive Knowledge;Low;13;12;12;6;9;8;3;13;11;14;10;12;England;Premier League;17;16;11;9;17;8;;12;13;12;10;13;9;12;16;2;4;1;2;3;4;3;3;3;3;€24M - €30M;B-
;Gavin Bazunu;12;GK;Goalkeeper;Yes;GK;13;13;13;13;11;13;10;9;3;11;B-;Unknown;Unknown;;;Unknown;Handling;Nigeria;Very Strong;;True;Weak;189 cm;23;Fairly Good;Extensive Knowledge;Very High;1;1;13;2;1;8;13;11;1;3;3;5;England;Sky Bet Championship;11;12;12;11;12;7;;11;8;15;8;8;11;11;11;12;11;14;14;9;14;13;15;4;15;€15.5M - €23M;B-
Wnt;Nino;9-15;D (C);Centre-back;Yes;D (C);11-17;10-14;12-16;11-17;14-18;13-17;10-14;-;13-17;12-16;B-;Unknown;Unknown;;;Unknown;Marking;Congo;Very Strong;Brazil;False;Weak;188 cm;28;Scouting Required;Minimal Knowledge;Very Low;14-18;-;11-17;-;5-9;13-17;-;10-14;-;11-17;-;-;;Stars League;12-16;14-18;12-16;11-15;8-14;10-16;;11-15;-;11-15;14-18;8-14;12-16;13-19;10-14;-;-;-;-;-;-;-;-;-;-;€8.6M - €11M;B-
;Duje Ćaleta-Car;11;D (C);Powerful centre-back;Yes;D (C);10;15;15;14;11;14;16;8;14;10;B-;Unknown;Unknown;;;Unknown;Heading;Pays Basque;Very Strong;;True;Fairly Strong;193 cm;29;Fair;Extensive Knowledge;Above Average;14;8;11;8;9;17;3;13;6;8;5;5;Spain;Stars League;14;14;11;15;6;11;;11;8;15;11;17;11;15;15;2;3;2;2;3;1;1;2;2;1;€7M - €8.6M;B-
Inj;Takumi Minamino;11-15;AM (L);Attacking midfielder;Yes;M (C), AM (RLC);16-20;13-17;6-12;10-14;11-15;12-16;4-10;8-12;6-12;13-17;B-;Unknown;Unknown;;;Unknown;Speed;DR Congo;Very Strong;Japan;False;Fairly Strong;172 cm;30;Scouting Required;Minimal Knowledge;Very High;5-9;10-14;10-14;1-7;10-14;5-9;1-3;10-16;10-14;14-18;8-12;8-14;France;Stars League;12-16;12-16;12-16;6-10;13-17;3-7;;8-12;12-18;11-17;12-18;8-12;8-14;14-18;12-16;1-4;1-3;1-3;1-4;1-3;1-6;1-5;2-6;1-5;1-2;€11.5M;B-
;Brenden Aaronson;15;AM (C);Attacking midfielder;Yes;M (C), AM (RLC);15;10;8;18;14;18;5;10;9;14;B-;Unknown;Unknown;;;Unknown;Unknown;Belgium;Very Strong;U.S.A.;False;Reasonable;177 cm;24;Very Good;Extensive Knowledge;Low;13;12;12;6;9;8;3;13;11;14;10;12;England;Premier League;17;16;11;9;17;8;Leeds;12;13;12;10;13;9;12;16;2;4;1;2;3;4;3;3;3;3;€24M - €30M;B-
;Gavin Bazunu;12;GK;Goalkeeper;Yes;GK;13;13;13;13;11;13;10;9;3;11;B-;Unknown;Unknown;;;Unknown;Handling;Nigeria;Very Strong;Ireland;True;Weak;189 cm;23;Fairly Good;Extensive Knowledge;Very High;1;1;13;2;1;8;13;11;1;3;3;5;England;Sky Bet Championship;11;12;12;11;12;7;Stoke;11;8;15;8;8;11;11;11;12;11;14;14;9;14;13;15;4;15;€15.5M - €23M;B-
Wnt;Nino;9-15;D (C);Centre-back;Yes;D (C);11-17;10-14;12-16;11-17;14-18;13-17;10-14;-;13-17;12-16;B-;Unknown;Unknown;;;Unknown;Marking;Congo;Very Strong;Brazil;False;Weak;188 cm;28;Scouting Required;Minimal Knowledge;Very Low;14-18;-;11-17;-;5-9;13-17;-;10-14;-;11-17;-;-;Russia;Stars League;12-16;14-18;12-16;11-15;8-14;10-16;Zenit;11-15;-;11-15;14-18;8-14;12-16;13-19;10-14;-;-;-;-;-;-;-;-;-;-;€8.6M - €11M;B-
;Duje Ćaleta-Car;11;D (C);Powerful centre-back;Yes;D (C);10;15;15;14;11;14;16;8;14;10;B-;Unknown;Unknown;;;Unknown;Heading;Pays Basque;Very Strong;Croatia;True;Fairly Strong;193 cm;29;Fair;Extensive Knowledge;Above Average;14;8;11;8;9;17;3;13;6;8;5;5;Spain;Stars League;14;14;11;15;6;11;Real San Sebastián;11;8;15;11;17;11;15;15;2;3;2;2;3;1;1;2;2;1;€7M - €8.6M;B-
Inj;Takumi Minamino;11-15;AM (L);Attacking midfielder;Yes;M (C), AM (RLC);16-20;13-17;6-12;10-14;11-15;12-16;4-10;8-12;6-12;13-17;B-;Unknown;Unknown;;;Unknown;Speed;DR Congo;Very Strong;Japan;False;Fairly Strong;172 cm;30;Scouting Required;Minimal Knowledge;Very High;5-9;10-14;10-14;1-7;10-14;5-9;1-3;10-16;10-14;14-18;8-12;8-14;France;Stars League;12-16;12-16;12-16;6-10;13-17;3-7;AS Monaco;8-12;12-18;11-17;12-18;8-12;8-14;14-18;12-16;1-4;1-3;1-3;1-4;1-3;1-6;1-5;2-6;1-5;1-2;€11.5M;B-
Wnt;Alejandro Francés;13;D (R);Centre-back;Yes;D (RLC);12;12;13;13;13;13;12;6;14;11;B-;Unknown;Unknown;;;Unknown;Marking;Mali;Very Strong;Spain;True;Fairly Strong;180 cm;23;Quite Good;Extensive Knowledge;Below Average;15;4;11;10;9;12;2;11;8;9;10;7;Spain;First Division;14;13;12;13;10;12;Girona;12;9;15;13;12;13;15;13;1;3;3;2;1;3;3;2;2;1;€11M - €16.5M;B-
Wnt;Dan Burn;10;D (C);Commanding centre-back;Yes;D (LC);7-9;7-9;19;12-14;12;15;16;3-5;15;12;B-;Unknown;Unknown;;;Unknown;Unknown;Angola;Weak;England;False;Very Strong;201 cm;33;Really Good;None;Below Average;16;4-6;13;12-15;2-5;15;2-5;12;8-10;8-10;9-11;5-7;England;Premier League;17;17;9-11;16;8-10;15;Newcastle;12;6-8;16;13;15;13;15;16-18;1-3;1-3;1-2;1-2;1-4;1-3;1-2;1-2;1-2;2-4;€8.8M - €13.5M;B-
;Igor;13;D (L);Centre-back;Yes;D (LC), WB (L);12;13;14;15;14;15;16;6;14;13;B-;Intelligence;Unknown;;;Unknown;Athleticism;England;Reasonable;Brazil;False;Very Strong;185 cm;27;Okay;Extensive Knowledge;Average;15;7;13;12;9;14;3;13;6;11;11;6;England;Premier League;14;12;12;14;8;8;Brighton;12;11;14;12;15;14;14;15;1;3;3;1;2;1;3;1;3;1;€31M - €37M;B-
Inj;Bertrand Traoré;15;AM (R);Winger;Yes;M (R), AM (RL), ST (C);16;10;10;12;15;13;12;14;6;14;B-;Intelligence;Unknown;;;Unknown;Speed;France;Weak;Burkina Faso;False;Very Strong;181 cm;30;Quite Poor;Extensive Knowledge;Very High;5;10;12;4;13;12;1;15;13;14;12;13;England;Premier League;14;8;11;5;13;7;Sunderland;11;17;13;9;8;8;11;10;2;2;1;1;2;1;2;2;1;3;€19M - €28M;B-
;Jack Clarke;16;AM (L);Winger;Yes;AM (RL);15;13;9;9;14;11;7;11;4;15;B-;Team Player;Unknown;;;Unknown;Speed;Brazil;Very Strong;England;False;Reasonable;181 cm;24;Good;Extensive Knowledge;Below Average;5;15;13;2;14;6;3;13;14;16;14;5;England;Sky Bet Championship;11;12;11;6;13;6;;12;16;14;8;8;13;12;6;3;1;1;1;2;1;2;1;1;2;€19.5M - €29M;B-
;Gabriel Sara;9;DM;Midfielder;Yes;DM, M/AM (C);11;15;9;14;10;15;13;16;9;15;B-;Heading;Unknown;;;Unknown;Technique;Suriname;Fairly Strong;Brazil;False;Very Strong;177 cm;26;Really Good;Extensive Knowledge;Very Low;11;12;16;10;14;12;3;13;11;14;15;16;;Second Division;14;15;15;13;12;11;;15;13;14;12;11;13;13;12;3;3;2;4;3;1;2;2;1;1;€27M - €33M;B-
;Lucas Da Cunha;13;M (C);Defensive midfielder;Yes;DM, M (C), AM (LC);14;13;6;15;13;14;10;14;10;14;B-;Unknown;Unknown;;;Unknown;Team Player;Portugal;Fairly Strong;France;True;Very Strong;174 cm;24;Really Good;Extensive Knowledge;Above Average;13;13;15;4;10;7;3;14;10;12;12;12;;Sal Premier;14;14;14;13;13;14;;13;15;14;12;10;12;13;12;3;2;3;1;1;3;2;3;3;2;€13M - €20M;B-
Wnt;Ryan Yates;11;DM;Tireless defensive midfielder;Yes;DM, M (C);13;12;14;15;13;16;14;10;12;14;B-;Unknown;Unknown;;;Unknown;Team Player;Guinea;Very Strong;England;False;Fairly Strong;190 cm;27;Extremely Good;Extensive Knowledge;Low;14;4;13;4;9;15;2;12;11;10;10;7;England;Premier League;16;15;13;14;13;15;;13;6;16;13;12;13;12;15;1;2;2;2;1;2;3;2;1;1;€16M - €23M;B-
;Matteo Cancellieri;16;AM (R);Winger;Yes;M (R), AM (RL), ST (C);14;13;10;12;15;12;11;12;5;14;B-;Unknown;Unknown;;;Unknown;Speed;England;Reasonable;;True;Very Strong;180 cm;23;Really Good;Extensive Knowledge;Below Average;5;11;11;4;13;11;1;13;12;14;13;11;;Sal Premier;13;12;12;4;15;7;;12;13;16;10;13;11;13;11;1;1;1;2;3;2;3;2;3;2;€14M - €20M;B-
;Jack Clarke;16;AM (L);Winger;Yes;AM (RL);15;13;9;9;14;11;7;11;4;15;B-;Team Player;Unknown;;;Unknown;Speed;Brazil;Very Strong;England;False;Reasonable;181 cm;24;Good;Extensive Knowledge;Below Average;5;15;13;2;14;6;3;13;14;16;14;5;England;Sky Bet Championship;11;12;11;6;13;6;Ipswich;12;16;14;8;8;13;12;6;3;1;1;1;2;1;2;1;1;2;€19.5M - €29M;B-
;Gabriel Sara;9;DM;Midfielder;Yes;DM, M/AM (C);11;15;9;14;10;15;13;16;9;15;B-;Heading;Unknown;;;Unknown;Technique;Suriname;Fairly Strong;Brazil;False;Very Strong;177 cm;26;Really Good;Extensive Knowledge;Very Low;11;12;16;10;14;12;3;13;11;14;15;16;Türkiye;Super League;14;15;15;13;12;11;Galatasaray;15;13;14;12;11;13;13;12;3;3;2;4;3;1;2;2;1;1;€27M - €33M;B-
;Lucas Da Cunha;13;M (C);Defensive midfielder;Yes;DM, M (C), AM (LC);14;13;6;15;13;14;10;14;10;14;B-;Unknown;Unknown;;;Unknown;Team Player;Portugal;Fairly Strong;France;True;Very Strong;174 cm;24;Really Good;Extensive Knowledge;Above Average;13;13;15;4;10;7;3;14;10;12;12;12;Italy;Serie A;14;14;14;13;13;14;Como;13;15;14;12;10;12;13;12;3;2;3;1;1;3;2;3;3;2;€13M - €20M;B-
Wnt;Ryan Yates;11;DM;Tireless defensive midfielder;Yes;DM, M (C);13;12;14;15;13;16;14;10;12;14;B-;Unknown;Unknown;;;Unknown;Team Player;Guinea;Very Strong;England;False;Fairly Strong;190 cm;27;Extremely Good;Extensive Knowledge;Low;14;4;13;4;9;15;2;12;11;10;10;7;England;Premier League;16;15;13;14;13;15;Nott'm Forest;13;6;16;13;12;13;12;15;1;2;2;2;1;2;3;2;1;1;€16M - €23M;B-
;Matteo Cancellieri;16;AM (R);Winger;Yes;M (R), AM (RL), ST (C);14;13;10;12;15;12;11;12;5;14;B-;Unknown;Unknown;;;Unknown;Speed;England;Reasonable;Italy;True;Very Strong;180 cm;23;Really Good;Extensive Knowledge;Below Average;5;11;11;4;13;11;1;13;12;14;13;11;Italy;Serie A;13;12;12;4;15;7;Celesti;12;13;16;10;13;11;13;11;1;1;1;2;3;2;3;2;3;2;€14M - €20M;B-
;Alexander Bah;15;WB (R);Attacking full-back;Yes;D/WB/M (R);14;11;11;12;15;13;12;7;10;14;B-;Unknown;Unknown;;;Unknown;Speed;The Gambia;Very Strong;Denmark;True;Reasonable;183 cm;27;Fairly Good;Extensive Knowledge;Very Low;16;10;13;11;10;11;3;13;10;13;11;10;Portugal;Premier League;14;15;13;10;14;9;Benfica;12;11;14;12;14;14;13;12;3;3;1;2;3;3;3;3;1;2;€22M - €32M;B-
;Juan Brunetta;13;AM (C);Unpredictable attacking midfielder;Yes;AM (LC), ST (C);14;12;7;12;13;12;9;11;6;16;B-;Intelligence;Unknown;;;Unknown;Skill;Italy;Very Strong;Argentina;True;Fairly Strong;178 cm;28;Extremely Good;Extensive Knowledge;Very Low;7;12;15;5;14;8;2;14;15;16;12;15;Mexico;Stars League;12;12;14;13;14;12;Tigres;14;18;11;12;12;14;12;13;1;3;1;3;3;3;3;3;3;1;€8.2M - €12.5M;B-
;Welington;15;WB (L);Full-back;Yes;D/WB (L);15;11;9;14;15;14;10;8;10;13;B-;Heading;Unknown;;;Unknown;Speed;England;Weak;Brazil;False;Very Strong;175 cm;24;Good;Extensive Knowledge;Below Average;10;7;12;10;8;8;3;12;10;13;13;10;England;Sky Bet Championship;14;14;10;12;13;8;Southampton;13;12;12;11;14;12;13;13;3;4;2;1;1;1;2;3;3;3;€15.5M - €18.5M;B-
Wnt;Theo;12;M (C);Midfielder;Yes;DM, M/AM (C);9;9;15;12;14;13;13;14;3;14;C+;Marking;Unknown;;;Unknown;Set Pieces;Spain;Very Strong;France;True;Reasonable;196 cm;23;Good;Extensive Knowledge;Above Average;4;15;13;9;14;8;2;14;12;13;12;14;Spain;National 3 - Group C;10;13;13;11;12;10;Córdoba;11;14;13;12;7;13;11;9;3;1;1;3;3;2;2;3;1;3;€250K - €2.6M;C+
;Juan Brunetta;13;AM (C);Unpredictable attacking midfielder;Yes;AM (LC), ST (C);14;12;7;12;13;12;9;11;6;16;B-;Intelligence;Unknown;;;Unknown;Skill;Italy;Very Strong;Argentina;True;Fairly Strong;178 cm;28;Extremely Good;Extensive Knowledge;Very Low;7;12;15;5;14;8;2;14;15;16;12;15;Mexico;First Division;12;12;14;13;14;12;Tigres;14;18;11;12;12;14;12;13;1;3;1;3;3;3;3;3;3;1;€8.2M - €12.5M;B-
;Ellis Simms;14;ST (C);Forward;Yes;ST (C);12;14;14;12;14;12;15;5;8;11;C+;Intelligence;Unknown;;;Unknown;Speed;England;Very Strong;England;True;Reasonable;191 cm;24;Quite Good;Extensive Knowledge;Below Average;7;10;10;4;11;12;1;10;15;12;7;4;England;Sky Bet Championship;12;13;10;8;13;7;;11;8;10;10;11;13;10;10;1;1;1;3;1;2;1;3;1;3;€5.4M - €7.6M;C+
;Taylor Harwood-Bellis;12;D (C);Centre-back;Yes;D (C);12;12;14;14;13;12;14;7;15;12;C+;Unknown;Unknown;;;Unknown;Heading;Portugal;Very Strong;England;False;Reasonable;188 cm;23;Really Good;Extensive Knowledge;Above Average;14;7;12;10;6;14;1;10;7;9;7;7;England;Sky Bet Championship;13;13;10;14;6;13;Southampton;12;5;15;13;13;14;13;12;3;1;1;3;2;2;3;2;2;2;€24M - €35M;C+
;Mattie Pollock;9;D (C);Centre-back;Yes;D (C);9;12;15;12;10;13;15;5;12;9;C+;Speed;Unknown;;;Unknown;Heading;Belgium;Very Strong;England;False;Reasonable;190 cm;23;Very Good;Extensive Knowledge;Above Average;12;7;12;5;5;17;2;11;8;4;11;6;England;Saudi Premier Division;12;13;9;13;9;15;Watford;13;4;18;13;15;12;13;15;3;3;1;2;1;3;2;1;3;1;€5.2M - €7.6M;C+
;Noah Cadiou;13;DM;Midfielder;Yes;DM, M (C);12;14;15;13;12;14;15;7;12;13;C+;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;;True;Weak;191 cm;26;Okay;None;Below Average;13;10;13;8;10;14;3;12;10;11;10;7;France;Ligue 1 McDonald's;15;13;12;12;7;12;;11;8;13;10;11;14;12;15;1;3;2;1;3;3;1;1;1;1;€375K - €3.8M;C+
Set;Jakub Stolarczyk;11;GK;Goalkeeper;Yes;GK;10;13;15;10;12;11;12;6;3;11;C+;Unknown;Unknown;;;Unknown;Aerial Reach;England;Very Strong;;True;Fairly Strong;194 cm;24;Very Good;Extensive Knowledge;Below Average;2;1;11;3;1;1;13;11;1;3;1;5;England;Saudi Premier Division;14;13;11;12;3;11;;11;3;12;8;10;11;13;12;14;12;16;15;11;13;15;11;10;13;€10M - €14.5M;C+
;Ellis Simms;14;ST (C);Forward;Yes;ST (C);12;14;14;12;14;12;15;5;8;11;C+;Intelligence;Unknown;;;Unknown;Speed;England;Very Strong;England;True;Reasonable;191 cm;24;Quite Good;Extensive Knowledge;Below Average;7;10;10;4;11;12;1;10;15;12;7;4;England;Sky Bet Championship;12;13;10;8;13;7;Coventry;11;8;10;10;11;13;10;10;1;1;1;3;1;2;1;3;1;3;€5.4M - €7.6M;C+
;Noah Cadiou;13;DM;Midfielder;Yes;DM, M (C);12;14;15;13;12;14;15;7;12;13;C+;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;Guadeloupe;True;Weak;191 cm;26;Okay;None;Below Average;13;10;13;8;10;14;3;12;10;11;10;7;France;Ligue 1 McDonald's;15;13;12;12;7;12;FC Lorient;11;8;13;10;11;14;12;15;1;3;2;1;3;3;1;1;1;1;€375K - €3.8M;C+
Set;Jakub Stolarczyk;11;GK;Goalkeeper;Yes;GK;10;13;15;10;12;11;12;6;3;11;C+;Unknown;Unknown;;;Unknown;Aerial Reach;England;Very Strong;Poland;True;Fairly Strong;194 cm;24;Very Good;Extensive Knowledge;Below Average;2;1;11;3;1;1;13;11;1;3;1;5;England;Saudi Premier Division;14;13;11;12;3;11;Leicester;11;3;12;8;10;11;13;12;14;12;16;15;11;13;15;11;10;13;€10M - €14.5M;C+
;Jesurun Rak-Sakyi;15;AM (R);Winger;Yes;M (RL), AM (RLC);14;13;9;10;13;12;8;12;7;13;C+;Unknown;Unknown;;;Unknown;Speed;Ghana;Reasonable;England;False;Very Strong;179 cm;22;Okay;Extensive Knowledge;Above Average;10;11;11;4;10;8;1;13;13;15;12;10;England;Sky Bet Championship;11;12;12;9;13;7;Stoke;11;15;13;10;7;12;12;9;1;2;3;3;1;3;2;1;2;2;€7.4M - €9.2M;C+
;Aiyegun Tosin;14;ST (C);Winger;Yes;AM (R), ST (C);13;13;10;14;14;13;14;7;6;12;C+;Unknown;Unknown;;;Unknown;Unknown;Nigeria;Very Strong;Nigeria;False;Reasonable;179 cm;27;Very Good;None;Above Average;7;10;12;6;12;9;2;12;11;13;11;7;France;Ligue 1 McDonald's;13;13;11;10;12;7;FC Lorient;12;14;12;11;11;12;12;14;3;2;2;2;3;1;3;2;1;1;€325K - €3.1M;C+
;Bingourou Kamara;9;GK;Goalkeeper;Yes;GK;13;15;16;14;9;13;15;8;2;8;C+;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;France;True;Weak;196 cm;28;Okay;None;Average;1;2;9;2;1;9;12;9;1;2;2;3;France;Ligue 1 McDonald's;12;13;8;12;3;10;FC Lorient;11;6;12;13;8;12;12;13;11;9;15;13;8;12;11;12;8;12;€230K - €2.3M;C+
;Lyle Foster;14;ST (C);Striker;Yes;AM (L), ST (C);11;13;13;12;13;13;15;8;6;13;C+;Unknown;Unknown;;;Unknown;Speed;France;Very Strong;South Africa;False;Fairly Strong;185 cm;25;Okay;Extensive Knowledge;Below Average;6;12;11;5;11;12;1;12;14;13;7;6;England;Premier League;14;14;12;6;12;10;Burnley;12;13;13;13;11;12;14;11;1;2;2;2;3;4;1;2;1;1;€5.8M - €8.8M;C+
Inj;Lukas Nmecha;14;ST (C);Striker;Yes;AM (RL), ST (C);13;14;13;7;14;11;13;12;5;14;;Unknown;Unknown;;;Unknown;Unknown;England;Very Strong;;True;Fairly Strong;185 cm;26;Slightly Poor;Extensive Knowledge;Very High;6;17;11;6;10;13;2;13;14;13;8;6;England;Premier League;11;12;11;6;14;10;;12;15;12;12;12;13;13;11;2;2;2;1;3;2;2;1;3;1;€14M - €21M;Very Good
;Ao Tanaka;12;M (C);Tireless defensive midfielder;Yes;DM, M (C);16;12;10;14;13;15;10;12;12;15;;Unknown;Unknown;;;Unknown;Unknown;DR Congo;Very Strong;;False;Weak;180 cm;27;Fairly Good;Extensive Knowledge;Average;12;11;15;6;12;8;3;15;11;12;10;12;England;Stars League;15;16;15;12;14;12;;14;12;15;12;13;15;13;14;3;1;1;3;1;3;2;2;2;2;€55M - €65M;Very Good
Wnt;;11;D (C);Experienced centre-back;Yes;D (C);12;12;12;16;13;13;11;5;14;12;;Unknown;Unknown;;;Unknown;Unknown;Pays Basque;Very Strong;;False;Weak;184 cm;33;Fair;None;Very Low;14;6;13;9;8;12;3;12;7;9;10;5;;Stars League;12;15;11;16;12;13;;13;9;13;12;11;14;15;14;2;3;2;2;2;3;3;3;3;3;€40K - €375K;Very Good
Inj;;14;AM (L);Attacking midfielder;Yes;M (C), AM (LC);14;9;10;13;13;12;10;14;7;15;;Unknown;Unknown;;;Unknown;Speed;Congo;Very Strong;Brazil;False;Fairly Strong;183 cm;26;Fairly Okay;Extensive Knowledge;Very High;6;11;14;8;11;8;2;13;10;17;11;11;England;Stars League;12;12;14;7;11;11;;13;14;12;13;9;10;12;10;1;2;1;3;2;2;2;3;3;1;€9.4M - €11.5M;Very Good
;;11;DM;Defensive midfielder;Yes;DM, M (C);10;14;14;16;12;14;12;8;13;15;;Unknown;Unknown;;;Unknown;Skill;Nigeria;Very Strong;France;True;Reasonable;188 cm;26;Really Good;Extensive Knowledge;Very Low;13;8;13;8;12;12;2;13;11;14;11;9;England;Sky Bet Championship;10;12;13;11;13;10;;15;12;12;12;8;13;13;13;1;2;3;3;1;3;1;4;1;3;€8M - €11.5M;Very Good
Inj;Lukas Nmecha;14;ST (C);Striker;Yes;AM (RL), ST (C);13;14;13;7;14;11;13;12;5;14;C+;Unknown;Unknown;;;Unknown;Unknown;England;Very Strong;Germany;True;Fairly Strong;185 cm;26;Slightly Poor;Extensive Knowledge;Very High;6;17;11;6;10;13;2;13;14;13;8;6;England;Premier League;11;12;11;6;14;10;Leeds;12;15;12;12;12;13;13;11;2;2;2;1;3;2;2;1;3;1;€14M - €21M;C+
;Ao Tanaka;12;M (C);Tireless defensive midfielder;Yes;DM, M (C);16;12;10;14;13;15;10;12;12;15;C+;Unknown;Unknown;;;Unknown;Unknown;DR Congo;Very Strong;Japan;False;Weak;180 cm;27;Fairly Good;Extensive Knowledge;Average;12;11;15;6;12;8;3;15;11;12;10;12;England;Stars League;15;16;15;12;14;12;Leeds;14;12;15;12;13;15;13;14;3;1;1;3;1;3;2;2;2;2;€55M - €65M;C+
Wnt;Yoshinori Suzuki;11;D (C);Experienced centre-back;Yes;D (C);12;12;12;16;13;13;11;5;14;12;C+;Unknown;Unknown;;;Unknown;Unknown;Pays Basque;Very Strong;Japan;False;Weak;184 cm;33;Fair;None;Very Low;14;6;13;9;8;12;3;12;7;9;10;5;Japan;Stars League;12;15;11;16;12;13;Kyoto;13;9;13;12;11;14;15;14;2;3;2;2;2;3;3;3;3;3;€40K - €375K;C+
Inj;Giorgi Chakvetadze;14;AM (L);Attacking midfielder;Yes;M (C), AM (LC);14;9;10;13;13;12;10;14;7;15;C+;Unknown;Unknown;;;Unknown;Speed;Congo;Very Strong;Georgia;False;Fairly Strong;183 cm;26;Fairly Okay;Extensive Knowledge;Very High;6;11;14;8;11;8;2;13;10;17;11;11;England;Stars League;12;12;14;7;11;11;Watford;13;14;12;13;9;10;12;10;1;2;1;3;2;2;2;3;3;1;€9.4M - €11.5M;C+
;Boubakary Soumaré;11;DM;Defensive midfielder;Yes;DM, M (C);10;14;14;16;12;14;12;8;13;15;C+;Unknown;Unknown;;;Unknown;Skill;Senegal;Very Strong;France;True;Reasonable;188 cm;26;Really Good;Extensive Knowledge;Very Low;13;8;13;8;12;12;2;13;11;14;11;9;Qatar;Sky Bet Championship;10;12;13;11;13;10;Al-Duhail;15;12;12;12;8;13;13;13;1;2;3;3;1;3;1;4;1;3;€8M - €11.5M;C+
;Haji Wright;14;ST (C);Rangy striker;Yes;AM (RL), ST (C);12;13;15;12;15;14;13;5;4;12;C+;Unknown;Unknown;;;Unknown;Speed;;Very Strong;;False;Fairly Strong;193 cm;27;Excellent;Extensive Knowledge;Above Average;5;16;10;3;10;13;1;12;15;13;10;5;England;Sky Bet Championship;10;13;9;6;13;6;Coventry;12;12;8;9;10;12;13;11;2;3;3;3;1;1;3;2;2;2;€15.5M - €19M;C+
Inj;Jason Knight;13;M (C);Attacking midfielder;Yes;M/AM (C);15;12;12;16;14;17;11;8;11;12;C+;Unknown;Unknown;;;Unknown;Team Player;France;Very Strong;;True;Weak;173 cm;24;Fair;Extensive Knowledge;Low;15;9;13;4;10;12;1;13;10;13;9;8;England;Sky Bet Championship;19;17;10;13;13;15;;13;11;14;10;16;9;16;15;1;2;3;2;2;4;3;3;1;3;€11M - €16M;C+
;Lewis Dobbin;16;AM (R);Winger;Yes;AM (RC), ST (C);12;11;8;14;15;12;9;6;7;14;C+;Intelligence;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Weak;175 cm;22;Okay;Extensive Knowledge;Above Average;8;7;11;4;8;7;1;11;13;14;13;8;England;Sky Bet Championship;14;11;12;6;12;5;;9;14;13;9;9;11;10;8;2;1;3;1;3;3;2;2;1;1;€7.2M - €8.4M;C+
;Igor Silva;14;D (R);Full-back;Yes;D (RC), WB/M (R);14;12;7;13;15;13;7;9;12;13;C+;Unknown;Unknown;;;Unknown;Unknown;Angola;Very Strong;Brazil;False;Weak;173 cm;29;Fairly Good;None;Average;13;7;11;10;12;9;3;14;8;14;12;10;France;Ligue 1 McDonald's;14;12;12;12;10;7;FC Lorient;12;15;13;11;14;12;12;11;1;2;3;3;3;1;2;2;1;2;€350K - €3.6M;C+
;Cody Drameh;15;WB (R);Full-back;Yes;D/WB (RL);12;13;11;16;15;10;9;8;10;11;C+;Heading;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Reasonable;175 cm;23;Fairly Good;Extensive Knowledge;Below Average;12;8;12;9;7;6;3;11;8;12;11;10;England;Sky Bet Championship;10;12;11;10;13;9;;8;12;13;8;12;11;10;12;2;2;2;3;4;2;1;3;2;3;€375K - €6.8M;C+
;Haji Wright;14;ST (C);Rangy striker;Yes;AM (RL), ST (C);12;13;15;12;15;14;13;5;4;12;C+;Unknown;Unknown;;;Unknown;Speed;Liberia;Very Strong;U.S.A.;False;Fairly Strong;193 cm;27;Excellent;Extensive Knowledge;Above Average;5;16;10;3;10;13;1;12;15;13;10;5;England;Sky Bet Championship;10;13;9;6;13;6;Coventry;12;12;8;9;10;12;13;11;2;3;3;3;1;1;3;2;2;2;€15.5M - €19M;C+
