Inf;Player;Acceleration;Best Position;Media Description;Eligible;Position;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Free Kick Taking;Marking;Technique;Recommendation;Cons;Ability;Role Ability;Role Ability Out Of Possession;Potential;Pros;2nd Nat;Right Foot;Nation of Birth;EU National;Left Foot;Height;Age;Morale;Knowledge;Injury Susceptibility;Tackling;Penalty Taking;Passing;Long Throws;Long Shots;Heading;Communication;First Touch;Finishing;Dribbling;Crossing;Corners;Based In;Division;Work Rate;Team Work;Vision;Positioning;Off The Ball;Leadership;Club;Decisions;Flair;Determination;Concentration;Aggression;Composure;Anticipation;Bravery;Throwing;Rushing Out (Tendency);Aerial Reach;Reflexes;Punching;One On Ones;Command Of Area;Kicking;Eccentricity;Handling;Transfer Value;Recommendation
;;;;Midfielder;;;;;;;;;;;;;;Unknown;Unknown;;;Unknown;Team Player;DR Congo;Very Strong;;;Fairly Strong;;;;;;;;;;;;;;;;;;;Regional Div. North;;;;;;;;;;;;;;;;;;;;;;;;;;;Scouting Required
;;;;Winger;;;;;;;;;;;;;;Unknown;Unknown;;;Unknown;Speed;Algeria;Weak;;;Very Strong;;;;;;;;;;;;;;;;;;;Regional Divisions;;;;;;;;;;;;;;;;;;;;;;;;;;;Scouting Required
;;;;Full-back;;;;;;;;;;;;;;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;France;;Weak;;;;;;;;;;;;;;;;;;Spain;Lower Saxony;;;;;;;Real Irún;;;;;;;;;;;;;;;;;;;;Scouting Required
;;;;Full-back;;;;;;;;;;;;;;Unknown;Unknown;;;Unknown;Unknown;Senegal;Very Strong;France;;Weak;;;;;;;;;;;;;;;;;;France;National 2 - A;;;;;;;FC Nantes;;;;;;;;;;;;;;;;;;;;Scouting Required
;Amar Dedić;14;WB (R);Attacking full-back;Yes;D/WB (R);16;12;10;12;15;14;12;7;12;15;A;Unknown;Unknown;;;Unknown;Speed;Austria;Very Strong;Austria;True;Fairly Strong;180 cm;23;Fair;Extensive Knowledge;Very Low;14;8;13;10;9;10;2;13;11;16;9;7;Portugal;Premier League;15;9;13;11;16;12;Benfica;11;17;17;14;16;12;13;15;2;1;1;2;1;2;1;3;2;1;€18M - €22M;A
;Malcom;16;AM (R);Winger;Yes;M (R), AM (RLC);17;16;6;13;11;12;10;14;5;16;A-;Unknown;Unknown;;;Unknown;Skill;Russia;Fairly Strong;Brazil;False;Very Strong;171 cm;28;Superb;Extensive Knowledge;Very Low;5;10;15;6;14;9;1;16;14;17;13;14;Saudi Arabia;Ligue 1 McDonald's;11;10;15;7;16;8;Al-Hilal;13;17;15;11;8;13;15;9;2;3;2;3;1;2;1;2;1;1;€51M - €62M;A-
Wnt;Mats Wieffer;13;DM;Tireless defensive midfielder;Yes;D (RC), DM, M (C);12;12;14;14;14;15;12;11;12;13;A-;Unknown;Unknown;;;Unknown;Team Player;Senegal;Very Strong;Netherlands;True;Fairly Strong;188 cm;25;Fairly Good;Extensive Knowledge;Below Average;16;10;13;7;11;13;3;13;6;11;7;11;England;Regional Divisions;16;16;14;12;12;13;Brighton;14;10;15;14;14;14;14;15;2;3;3;3;3;4;3;2;4;3;€45M - €53M;A-
;Eddie Nketiah;15;ST (C);Striker;Yes;AM (LC), ST (C);15;15;9;14;15;14;11;5;7;14;A-;Unknown;Unknown;;;Unknown;Speed;Ghana;Very Strong;England;False;Fairly Strong;175 cm;26;Okay;Extensive Knowledge;Above Average;7;14;12;6;9;14;3;12;14;13;12;6;England;National 3 - Group G;13;15;11;9;14;7;Crystal Palace;11;15;14;11;13;14;13;12;2;3;1;1;3;2;2;1;1;3;€13M;A-
;Rodrigo Zalazar;11-17;AM (C);Attacking midfielder;Yes;M (C), AM (RLC);11-15;16-20;5-11;11-17;12-16;11-15;10-14;14-18;5-11;14-18;A-;Unknown;Unknown;;;Unknown;Skill;Spain;Very Strong;Spain;True;Reasonable;178 cm;26;Scouting Required;Minimal Knowledge;Very Low;12-16;12-16;12-18;4-8;12-16;9-13;1-4;13-17;15-19;12-16;12-18;11-17;Portugal;Premier League;15-19;10-14;12-16;11-15;12-16;8-14;BRG;10-14;12-18;16-20;5-11;16-20;10-14;8-12;16-20;1-3;1-4;1-4;3-7;2-6;1-4;1-5;1-2;1-4;1-7;€50M;A-
Inj;Cheick Doucouré;12;DM;Defensive midfielder;Yes;DM, M (C);13;12;10;10;13;13;12;8;14;14;A-;Unknown;Unknown;;;Unknown;Intelligence;Austria;Very Strong;Mali;False;Reasonable;180 cm;25;Very Good;Extensive Knowledge;High;15;10;15;10;11;12;3;14;9;12;9;8;England;Second Division;14;14;15;14;12;10;Crystal Palace;13;10;15;13;14;13;15;14;2;4;3;1;1;1;2;2;3;2;€41M - €50M;A-
;Victor Kristiansen;13;D (L);Full-back;Yes;D (LC), WB (L);12;12;11;15;12;14;12;10;11;13;A-;Unknown;Unknown;;;Unknown;Team Player;Russia;Reasonable;Denmark;True;Very Strong;181 cm;22;Extremely Good;Extensive Knowledge;Average;13;5;12;12;9;11;1;12;8;12;12;12;England;Sky Bet Championship;15;14;12;10;12;10;Leicester;12;11;17;12;15;13;12;15;3;2;2;1;3;3;4;1;3;3;€14.5M - €22M;A-
;Aaron Ramsdale;8;GK;Strong goalkeeper;Yes;GK;15;12;14;11;7;12;15;6;1;12;A-;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;England;False;Weak;190 cm;27;Good;Extensive Knowledge;Low;2;3;12;1;3;6;13;12;1;3;1;5;England;R1 - Normandie - A;10;14;13;12;9;12;Newcastle;12;10;17;12;12;12;13;15;15;11;14;15;10;15;14;15;10;14;€27M - €39M;A-
;Emile Smith Rowe;16;AM (C);Attacking midfielder;Yes;M (C), AM (RLC);15;15;8;10;14;11;9;12;6;15;A-;Unknown;Unknown;;;Unknown;Speed;France;Very Strong;England;False;Reasonable;182 cm;25;Fairly Okay;Extensive Knowledge;Very High;8;11;15;2;13;5;2;14;14;15;12;11;England;Second League;12;15;15;8;16;8;Fulham;14;15;14;12;13;14;15;11;3;4;2;2;3;1;3;2;4;3;€46M - €57M;A-
;Moussa Diaby;18;AM (R);Winger;Yes;AM (RL);17;15;6;16;15;13;8;13;5;16;A-;Unknown;Unknown;;;Unknown;Speed;Pays Basque;Reasonable;France;True;Very Strong;170 cm;26;Really Good;Extensive Knowledge;Below Average;6;10;14;4;13;5;1;14;12;16;12;13;Saudi Arabia;Saudi Premier Division;11;11;13;7;14;5;Al-Ittihad;12;15;12;11;14;13;13;9;3;3;3;1;2;4;1;3;3;3;€57M - €83M;A-
;Aaron Hickey;14;D (L);Full-back;Yes;D/WB (RL);14;11;11;13;14;13;11;9;12;13;A-;Unknown;Unknown;;;Unknown;Team Player;Morocco;Strong;Scotland;False;Very Strong;185 cm;23;Quite Good;Extensive Knowledge;Above Average;12;8;12;11;13;11;3;12;9;14;13;11;England;Second Division;14;15;13;13;12;8;Brentford;12;13;15;12;12;12;13;15;3;1;1;2;3;1;2;1;1;2;€64M - €79M;A-
;Alex Iwobi;14;M (C);Attacking midfielder;Yes;M (C), AM (RLC);13;15;12;13;13;16;12;9;8;14;A-;Unknown;Unknown;;;Unknown;Skill;England;Very Strong;Nigeria;False;Weak;180 cm;29;Okay;Extensive Knowledge;Below Average;11;11;14;4;13;8;2;13;13;14;14;9;England;Malian Ligue 1;15;15;15;14;15;8;Fulham;15;15;15;13;9;14;13;10;1;2;4;1;1;1;1;2;1;2;€40M - €59M;A-
;James Milner;11;M (C);Tireless defensive midfielder;Yes;WB (RL), DM, M (C);10;13;8;19;10;16;13;9;13;14;A-;Unknown;Unknown;;;Unknown;Team Player;France;Very Strong;England;False;Weak;176 cm;39;Fairly Good;Extensive Knowledge;High;13;16;14;13;7;9;1;15;11;9;12;13;England;Premier League;17;18;12;13;12;17;Brighton;16;9;19;14;15;14;13;17;2;1;3;3;4;2;1;1;1;1;€350K - €3.6M;A-
Wnt;Dion Lopy;11;DM;Defensive midfielder;Yes;DM, M (C);11;13;13;13;11;15;15;7;10;15;A-;Unknown;Unknown;;;Unknown;Athleticism;Italy;Very Strong;Senegal;False;Fairly Strong;186 cm;23;Fairly Good;Extensive Knowledge;Above Average;10;12;15;9;10;11;2;14;9;12;14;12;Spain;R1 - Occitanie - A;13;13;12;14;13;12;Almería;12;12;12;13;12;11;10;14;1;1;1;2;1;2;2;2;3;3;€11M - €13.5M;A-
;Antonee Robinson;17;D (L);Full-back;Yes;D/WB (L);13;13;13;14;17;16;14;7;12;13;A-;Unknown;Unknown;;;Unknown;Speed;England;Weak;England;False;Very Strong;183 cm;28;Fairly Good;Extensive Knowledge;Above Average;15;8;13;6;7;11;1;13;7;14;14;3;England;National 3 - Group D;17;14;12;14;13;14;Fulham;12;11;12;11;13;11;15;14;3;2;1;3;1;3;3;4;1;3;€57M - €68M;A-
;Pape Matar Sarr;14;DM;Midfielder;Yes;DM, M/AM (C);14;15;12;14;13;16;14;8;12;13;A-;Unknown;Unknown;;;Unknown;Team Player;Ivory Coast;Very Strong;Senegal;False;Reasonable;184 cm;23;Quite Good;Extensive Knowledge;Average;13;9;13;8;10;10;2;14;9;13;7;7;England;;14;14;12;14;13;10;Spurs;12;13;16;15;11;15;16;16;2;1;2;2;2;1;3;3;1;2;€41M - €50M;A-
Loa;Luka Sučić;15;M (C);Midfielder;Yes;M/AM (C);13;14;13;12;15;13;12;12;6;15;A-;Marking;Unknown;;;Unknown;Speed;Bosnia & Herzegovina;Fairly Strong;Austria;True;Very Strong;185 cm;23;Fairly Okay;Extensive Knowledge;Average;8;7;13;4;14;11;3;12;11;15;10;8;Spain;First Division;13;13;13;6;14;9;Real San Sebastián;12;12;15;11;8;11;13;13;1;2;3;4;1;1;3;2;1;1;€24M - €28M;A-
;Jean-Baptiste Gorby;13;DM;Defensive midfielder;Yes;DM, M (C);15;13;12;15;14;15;10;8;10;13;A-;Marking;Unknown;;;Unknown;Athleticism;Haiti;Very Strong;Mayotte;True;Fairly Strong;183 cm;23;Very Good;Extensive Knowledge;Very Low;9;12;15;8;13;9;2;12;12;11;11;11;Portugal;Premier League;13;14;9;13;13;8;BRG;13;11;13;7;13;14;15;11;3;1;3;1;3;1;3;2;2;2;€15M - €22M;A-
;Jaden Philogene;16;AM (L);Winger;Yes;M/AM (RL);14;9;10;11;15;12;8;9;6;16;A-;Unknown;Unknown;;;Unknown;Speed;DR Congo;Very Strong;England;False;Fairly Strong;181 cm;23;Quite Good;Extensive Knowledge;Low;10;8;12;3;16;6;1;13;15;15;13;9;England;Regional Div. North;15;11;11;11;13;7;;10;16;9;7;8;10;13;12;3;3;3;1;3;2;2;1;2;1;€31M - €45M;A-
;Iker Muñoz;12;DM;Defensive midfielder;Yes;DM, M (C);13;12;9;13;12;13;10;9;7;12;A-;Unknown;Unknown;;;Unknown;Team Player;Algeria;Very Strong;Spain;True;Fairly Strong;179 cm;22;Fair;Extensive Knowledge;Low;14;10;13;6;12;10;1;13;11;9;11;11;Spain;First Division;14;15;13;14;10;12;;13;11;12;13;10;13;14;14;3;2;1;1;2;1;1;1;1;4;€12M;A-
;Sacha Boey;15;D (R);Full-back;Yes;D/WB (R);14;16;12;8;14;16;14;7;13;12;A-;Unknown;Unknown;;;Unknown;Team Player;France;Very Strong;France;True;Reasonable;178 cm;25;Quite Good;Extensive Knowledge;Very Low;15;10;12;13;8;8;2;12;7;13;11;8;Spain;Lower Saxony;17;13;11;13;12;8;;11;12;15;12;16;11;13;16;1;2;3;4;2;2;2;2;1;3;€4.5M - €8.2M;A-
;Tyrell Malacia;15;D (L);Full-back;Yes;D (L);17;13;8;16;15;15;7;9;14;13;A-;Heading;Unknown;;;Unknown;Team Player;Senegal;Reasonable;Netherlands;True;Very Strong;169 cm;26;Really Good;Extensive Knowledge;Below Average;13;7;12;12;8;9;1;13;7;12;13;7;England;Sky Bet Championship;16;15;9;12;13;9;;14;10;16;11;15;13;12;15;3;3;1;1;2;2;2;1;2;1;€1.1M;A-
;Abel Bretones;14;D (L);Full-back;Yes;D/WB/M (L);12;13;13;11;17;14;14;12;12;12;;Unknown;Unknown;;;Unknown;Speed;Martinique;Weak;Spain;True;Very Strong;188 cm;25;Slightly Poor;Extensive Knowledge;Above Average;14;7;12;10;12;10;2;12;11;13;14;9;Spain;First Division;13;14;13;12;14;8;Real San Sebastián;12;9;14;13;10;12;12;12;1;3;3;1;1;2;1;3;1;2;€20M;Excellent
;Martín Ojeda;14;AM (C);Winger;Yes;M (L), AM (RLC), ST (C);13;12;11;11;13;14;12;14;6;15;;Unknown;Unknown;;;Unknown;Unknown;;Weak;;False;Very Strong;176 cm;26;Perfect;None;Very Low;8;14;15;11;14;8;3;14;13;14;13;12;England;Regional Divisions;12;13;14;7;12;7;;12;15;13;12;12;13;13;7;1;2;1;3;2;1;2;3;1;1;€9.4M - €11M;Excellent
;;12-14;GK;Goalkeeper;Yes;GK;10;11;14-16;10-12;10-12;12-14;9-11;7-10;2-4;13-15;;Unknown;Unknown;;;Unknown;Unknown;;Very Strong;England;False;Weak;195 cm;24;Scouting Required;Marginal Knowledge;Low;1-2;3-6;13-15;2-4;2-4;1-2;12;7-9;1-3;1-2;1-3;3-5;England;Sky Bet Championship;10-12;9-11;7-9;12;8-11;8;;10;6-8;10-12;11;5-7;15;11;12;8;13;16;13;8;14;14;14;7;13;€2.3M - €5M;Excellent
;;11;D (C);Centre-back;Yes;D (C);10;14;15;14;13;13;15;6;11;9;;Unknown;Unknown;;;Unknown;Heading;England;Reasonable;England;True;Very Strong;190 cm;23;Fairly Okay;Reasonable Knowledge;Below Average;12;5;11;10;9;14;2;11;3;6;5;3;England;Sky Bet Championship;12;13;9;13;3;7;;9;4;16;10;7;12;11;12;2;2;2;1;1;2;2;1;2;3;€375K - €8.6M;Excellent
Wnt;;13;DM;Defensive midfielder;Yes;DM, M (C);14;12;11;15;13;13;14;7;14;13;;Unknown;Unknown;;;Unknown;Team Player;France;Very Strong;Brazil;False;Weak;176 cm;24;Good;Extensive Knowledge;Average;16;10;14;11;12;10;3;14;11;14;10;10;England;R1 - Hauts de France - A;16;16;12;15;14;10;;13;15;16;13;16;14;13;16;1;2;1;3;2;3;2;1;2;3;€34M - €42M;Excellent
Wnt;Mats Wieffer;13;DM;Tireless defensive midfielder;Yes;D (RC), DM, M (C);12;12;14;14;14;15;12;11;12;13;A-;Unknown;Unknown;;;Unknown;Team Player;Senegal;Very Strong;Netherlands;True;Fairly Strong;188 cm;25;Fairly Good;Extensive Knowledge;Below Average;16;10;13;7;11;13;3;13;6;11;7;11;England;Premier League;16;16;14;12;12;13;Brighton;14;10;15;14;14;14;14;15;2;3;3;3;3;4;3;2;4;3;€45M - €53M;A-
;Eddie Nketiah;15;ST (C);Striker;Yes;AM (LC), ST (C);15;15;9;14;15;14;11;5;7;14;A-;Unknown;Unknown;;;Unknown;Speed;Ghana;Very Strong;England;False;Fairly Strong;175 cm;26;Okay;Extensive Knowledge;Above Average;7;14;12;6;9;14;3;12;14;13;12;6;England;Premier League;13;15;11;9;14;7;Crystal Palace;11;15;14;11;13;14;13;12;2;3;1;1;3;2;2;1;1;3;€13M;A-
;Aaron Ramsdale;8;GK;Strong goalkeeper;Yes;GK;15;12;14;11;7;12;15;6;1;12;A-;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;England;False;Weak;190 cm;27;Good;Extensive Knowledge;Low;2;3;12;1;3;6;13;12;1;3;1;5;England;Premier League;10;14;13;12;9;12;Newcastle;12;10;17;12;12;12;13;15;15;11;14;15;10;15;14;15;10;14;€27M - €39M;A-
;Alex Iwobi;14;M (C);Attacking midfielder;Yes;M (C), AM (RLC);13;15;12;13;13;16;12;9;8;14;A-;Unknown;Unknown;;;Unknown;Skill;England;Very Strong;Nigeria;False;Weak;180 cm;29;Okay;Extensive Knowledge;Below Average;11;11;14;4;13;8;2;13;13;14;14;9;England;Premier League;15;15;15;14;15;8;Fulham;15;15;15;13;9;14;13;10;1;2;4;1;1;1;1;2;1;2;€40M - €59M;A-
;Antonee Robinson;17;D (L);Full-back;Yes;D/WB (L);13;13;13;14;17;16;14;7;12;13;A-;Unknown;Unknown;;;Unknown;Speed;England;Weak;England;False;Very Strong;183 cm;28;Fairly Good;Extensive Knowledge;Above Average;15;8;13;6;7;11;1;13;7;14;14;3;England;Premier League;17;14;12;14;13;14;Fulham;12;11;12;11;13;11;15;14;3;2;1;3;1;3;3;4;1;3;€57M - €68M;A-
;Pape Matar Sarr;14;DM;Midfielder;Yes;DM, M/AM (C);14;15;12;14;13;16;14;8;12;13;A-;Unknown;Unknown;;;Unknown;Team Player;Ivory Coast;Very Strong;Senegal;False;Reasonable;184 cm;23;Quite Good;Extensive Knowledge;Average;13;9;13;8;10;10;2;14;9;13;7;7;England;Premier League;14;14;12;14;13;10;Spurs;12;13;16;15;11;15;16;16;2;1;2;2;2;1;3;3;1;2;€41M - €50M;A-
;Jaden Philogene;16;AM (L);Winger;Yes;M/AM (RL);14;9;10;11;15;12;8;9;6;16;A-;Unknown;Unknown;;;Unknown;Speed;DR Congo;Very Strong;England;False;Fairly Strong;181 cm;23;Quite Good;Extensive Knowledge;Low;10;8;12;3;16;6;1;13;15;15;13;9;England;Regional Div. North;15;11;11;11;13;7;Ipswich;10;16;9;7;8;10;13;12;3;3;3;1;3;2;2;1;2;1;€31M - €45M;A-
;Iker Muñoz;12;DM;Defensive midfielder;Yes;DM, M (C);13;12;9;13;12;13;10;9;7;12;A-;Unknown;Unknown;;;Unknown;Team Player;Algeria;Very Strong;Spain;True;Fairly Strong;179 cm;22;Fair;Extensive Knowledge;Low;14;10;13;6;12;10;1;13;11;9;11;11;Spain;First Division;14;15;13;14;10;12;Atlético Pamplona;13;11;12;13;10;13;14;14;3;2;1;1;2;1;1;1;1;4;€12M;A-
;Sacha Boey;15;D (R);Full-back;Yes;D/WB (R);14;16;12;8;14;16;14;7;13;12;A-;Unknown;Unknown;;;Unknown;Team Player;Cameroon;Very Strong;France;True;Reasonable;178 cm;25;Quite Good;Extensive Knowledge;Very Low;15;10;12;13;8;8;2;12;7;13;11;8;Türkiye;Lower Saxony;17;13;11;13;12;8;Galatasaray;11;12;15;12;16;11;13;16;1;2;3;4;2;2;2;2;1;3;€4.5M - €8.2M;A-
;Tyrell Malacia;15;D (L);Full-back;Yes;D (L);17;13;8;16;15;15;7;9;14;13;A-;Heading;Unknown;;;Unknown;Team Player;Curaçao;Reasonable;Netherlands;True;Very Strong;169 cm;26;Really Good;Extensive Knowledge;Below Average;13;7;12;12;8;9;1;13;7;12;13;7;England;Sky Bet Championship;16;15;9;12;13;9;Middlesbrough;14;10;16;11;15;13;12;15;3;3;1;1;2;2;2;1;2;1;€1.1M;A-
;Abel Bretones;14;D (L);Full-back;Yes;D/WB/M (L);12;13;13;11;17;14;14;12;12;12;A-;Unknown;Unknown;;;Unknown;Speed;Martinique;Weak;Spain;True;Very Strong;188 cm;25;Slightly Poor;Extensive Knowledge;Above Average;14;7;12;10;12;10;2;12;11;13;14;9;Spain;First Division;13;14;13;12;14;8;Atlético Pamplona;12;9;14;13;10;12;12;12;1;3;3;1;1;2;1;3;1;2;€20M;A-
;Martín Ojeda;14;AM (C);Winger;Yes;M (L), AM (RLC), ST (C);13;12;11;11;13;14;12;14;6;15;B+;Unknown;Unknown;;;Unknown;Unknown;U.S.A.;Weak;Argentina;False;Very Strong;176 cm;26;Perfect;None;Very Low;8;14;15;11;14;8;3;14;13;14;13;12;U.S.A.;MLS;12;13;14;7;12;7;Orlando City;12;15;13;12;12;13;13;7;1;2;1;3;2;1;2;3;1;1;€9.4M - €11M;B+
;Josh Griffiths;12-14;GK;Goalkeeper;Yes;GK;10;11;14-16;10-12;10-12;12-14;9-11;7-10;2-4;13-15;B+;Unknown;Unknown;;;Unknown;Unknown;;Very Strong;England;False;Weak;195 cm;24;Scouting Required;Marginal Knowledge;Low;1-2;3-6;13-15;2-4;2-4;1-2;12;7-9;1-3;1-2;1-3;3-5;England;Sky Bet Championship;10-12;9-11;7-9;12;8-11;8;West Brom;10;6-8;10-12;11;5-7;15;11;12;8;13;16;13;8;14;14;14;7;13;€2.3M - €5M;B+
;Ibane Bowat;11;D (C);Centre-back;Yes;D (C);10;14;15;14;13;13;15;6;11;9;B+;Unknown;Unknown;;;Unknown;Heading;England;Reasonable;England;True;Very Strong;190 cm;23;Fairly Okay;Reasonable Knowledge;Below Average;12;5;11;10;9;14;2;11;3;6;5;3;England;Sky Bet Championship;12;13;9;13;3;7;Portsmouth;9;4;16;10;7;12;11;12;2;2;2;1;1;2;2;1;2;3;€375K - €8.6M;B+
Wnt;João Gomes;13;DM;Defensive midfielder;Yes;DM, M (C);14;12;11;15;13;13;14;7;14;13;B+;Unknown;Unknown;;;Unknown;Team Player;France;Very Strong;Brazil;False;Weak;176 cm;24;Good;Extensive Knowledge;Average;16;10;14;11;12;10;3;14;11;14;10;10;England;Premier League;16;16;12;15;14;10;Wolves;13;15;16;13;16;14;13;16;1;2;1;3;2;3;2;1;2;3;€34M - €42M;B+
;;16;AM (R);Winger;Yes;M/AM (RL);16;13;7;14;15;13;9;12;5;15;;Unknown;Unknown;;;Unknown;Speed;;Very Strong;England;False;Fairly Strong;175 cm;25;Good;Extensive Knowledge;Very High;6;10;13;8;13;7;1;14;11;15;12;12;England;Premier League;12;11;13;5;13;5;Brentford;12;16;11;11;12;13;12;11;1;1;4;1;1;1;2;1;3;2;€13.5M - €16.5M;Excellent
;;15;AM (C);Attacking midfielder;Yes;M (RC), AM (RLC);13;12;7;10;14;12;11;16;7;15;;Unknown;Unknown;;;Unknown;Speed;France;Fairly Strong;Spain;True;Very Strong;173 cm;23;Really Good;Extensive Knowledge;Below Average;5;13;13;4;13;6;3;14;14;13;14;15;Spain;Second League;12;14;14;11;12;7;;13;16;11;11;9;10;11;9;2;2;2;2;3;1;3;1;1;2;€25M - €29M;Terrific
;;11-15;D (C);Powerful centre-back;Yes;D (C);9-13;10-14;8-12;14-18;10-14;10-16;15-20;3-7;11-15;8-14;;Unknown;Unknown;;;Unknown;Marking;England;Very Strong;England;False;Weak;183 cm;27;Scouting Required;Minimal Knowledge;Very Low;14-18;5-9;13-17;8-14;2-8;14-18;1-6;10-16;2-6;7-11;6-10;1-3;Scotland;Premier League;10-16;10-14;7-11;13-17;7-11;14-18;;9-15;1-4;14-20;11-15;14-18;11-17;10-14;14-18;1-7;1-5;1-3;1-3;1-3;1-3;1-3;2-6;1;3-7;€15M - €19M;Terrific
;;12-16;D (C);Centre-back;Yes;D (C);9-13;15-19;7-11;15-19;11-15;11-17;12-18;-;11-15;7-13;;Unknown;Unknown;;;Unknown;Marking;Russia;Very Strong;Denmark;True;Reasonable;180 cm;32;Scouting Required;Minimal Knowledge;Very Low;13-17;-;13-17;-;8-14;12-16;-;10-16;-;9-13;-;-;England;Sky Bet Championship;11-17;12-16;8-12;10-14;12-16;13-17;;9-15;-;14-20;14-18;14-18;13-19;10-14;13-17;-;-;-;-;-;-;-;-;-;-;€300K - €3.1M;Terrific
Wnt;;12-16;AM (L);Attacking midfielder;Yes;M (C), AM (RLC), ST (C);13-17;10-14;13-17;8-12;10-16;11-17;8-12;10-14;5-9;13-19;;Unknown;Unknown;;;Unknown;Skill;Austria;Very Strong;Spain;True;Fairly Strong;185 cm;24;Scouting Required;Minimal Knowledge;High;2-8;10-14;11-15;3-7;10-16;9-15;1;11-15;11-15;12-16;10-14;8-12;Netherlands;Second Division;10-16;10-16;11-17;3-7;10-14;7-11;;11-17;17-20;11-15;13-17;10-14;9-13;10-14;11-15;1;1-6;1-3;1-5;1-6;1-5;1-7;1-5;2-6;1-4;€39M - €49M;Terrific
;;11;AM (L);Midfielder;Yes;M (C), AM (LC);15;15;10;11;12;11;12;12;8;14;;Unknown;Unknown;;;Unknown;Skill;Spain;Very Strong;Spain;False;Reasonable;189 cm;23;Really Good;Extensive Knowledge;Above Average;9;11;12;7;12;11;1;14;12;14;12;12;England;Premier League;12;12;13;11;9;8;;9;15;8;12;8;11;13;10;3;3;3;1;4;2;2;2;3;2;€6.4M - €9.4M;Terrific
;;13-17;AM (C);Attacking midfielder;Yes;AM (RLC), ST (C);14-18;14-18;7-11;12-16;10-16;11-17;2-6;12-16;5-9;14-20;;Unknown;Unknown;;;Unknown;Speed;Ghana;Very Strong;Portugal;True;Fairly Strong;173 cm;31;Scouting Required;Minimal Knowledge;Very Low;5-11;12-16;12-16;2-6;12-18;3-9;1-3;10-14;13-17;11-15;10-14;12-16;Portugal;National 3 - Group G;9-15;10-16;9-15;6-10;15-19;12-16;;11-17;15-19;9-13;11-15;6-10;8-12;9-13;6-10;1;1-6;1-3;1-3;1-6;1-5;1-7;1-4;1-5;1-5;€30M;Terrific
;;12-18;AM (L);Winger;Yes;AM (LC);8-12;14-18;10-16;8-14;13-17;13-17;14-18;11-15;-;10-14;;Unknown;Unknown;;;Unknown;Speed;Senegal;Reasonable;Netherlands;True;Very Strong;191 cm;28;Scouting Required;Minimal Knowledge;Very Low;-;10-14;12-18;-;13-17;-;-;11-15;12-16;9-13;11-17;7-13;England;Premier League;13-17;8-12;11-15;-;8-12;9-15;;12-16;9-15;11-15;10-16;-;9-13;-;14-18;-;-;-;-;-;-;-;-;-;-;€11.5M - €13.5M;Terrific
Wnt;;14;WB (R);Attacking full-back;Yes;D/WB (RL);13;12;12;12;14;16;12;8;11;12;;Unknown;Unknown;;;Unknown;Team Player;Russia;Very Strong;Brazil;True;Reasonable;186 cm;28;Really Good;Extensive Knowledge;Above Average;12;10;12;13;12;11;3;12;9;13;12;10;Saudi Arabia;Ligue 1 McDonald's;16;15;12;11;14;10;;11;12;15;11;15;11;13;12;3;1;2;1;3;1;3;3;2;2;€9.6M - €14M;Terrific
;Reiss Nelson;16;AM (R);Winger;Yes;M/AM (RL);16;13;7;14;15;13;9;12;5;15;B+;Unknown;Unknown;;;Unknown;Speed;Jamaica;Very Strong;England;False;Fairly Strong;175 cm;25;Good;Extensive Knowledge;Very High;6;10;13;8;13;7;1;14;11;15;12;12;England;Premier League;12;11;13;5;13;5;Brentford;12;16;11;11;12;13;12;11;1;1;4;1;1;1;2;1;3;2;€13.5M - €16.5M;B+
;Sergio Arribas;15;AM (C);Attacking midfielder;Yes;M (RC), AM (RLC);13;12;7;10;14;12;11;16;7;15;B+;Unknown;Unknown;;;Unknown;Speed;France;Fairly Strong;Spain;True;Very Strong;173 cm;23;Really Good;Extensive Knowledge;Below Average;5;13;13;4;13;6;3;14;14;13;14;15;Spain;Second League;12;14;14;11;12;7;Almería;13;16;11;11;9;10;11;9;2;2;2;2;3;1;3;1;1;2;€25M - €29M;B+
;Cameron Carter-Vickers;11-15;D (C);Powerful centre-back;Yes;D (C);9-13;10-14;8-12;14-18;10-14;10-16;15-20;3-7;11-15;8-14;B;Unknown;Unknown;;;Unknown;Marking;England;Very Strong;England;False;Weak;183 cm;27;Scouting Required;Minimal Knowledge;Very Low;14-18;5-9;13-17;8-14;2-8;14-18;1-6;10-16;2-6;7-11;6-10;1-3;Scotland;William Hill Premiership;10-16;10-14;7-11;13-17;7-11;14-18;Celtic;9-15;1-4;14-20;11-15;14-18;11-17;10-14;14-18;1-7;1-5;1-3;1-3;1-3;1-3;1-3;2-6;1;3-7;€15M - €19M;B
