Inf;Player;Acceleration;Best Position;Media Description;Eligible;Position;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Free Kick Taking;Marking;Technique;Recommendation;Cons;Ability;Role Ability;Role Ability Out Of Possession;Potential;Pros;2nd Nat;Right Foot;Nation of Birth;EU National;Left Foot;Height;Age;Morale;Knowledge;Injury Susceptibility;Tackling;Penalty Taking;Passing;Long Throws;Long Shots;Heading;Communication;First Touch;Finishing;Dribbling;Crossing;Corners;Based In;Division;Work Rate;Team Work;Vision;Positioning;Off The Ball;Leadership;Club;Decisions;Flair;Determination;Concentration;Aggression;Composure;Anticipation;Bravery;Throwing;Rushing Out (Tendency);Aerial Reach;Reflexes;Punching;One On Ones;Command Of Area;Kicking;Eccentricity;Handling;Transfer Value;Recommendation
;Christos Mandas;13;GK;Goalkeeper;Yes;GK;13;12;14;13;12;11;12;5;1;7;A-;Unknown;Unknown;;;Unknown;Reflexes;France;Very Strong;Greece;True;Reasonable;189 cm;24;Okay;Extensive Knowledge;Below Average;1;2;9;2;2;1;11;10;1;2;2;1;Italy;Serie A;13;12;13;14;2;11;Celesti;13;1;16;12;12;12;13;12;11;7;13;18;10;12;12;10;6;15;9,2M € - 11M €;A-
;Fotis Ioannidis;13;ST (C);Striker;Yes;ST (C);12;14;14;12;15;13;14;8;11;15;A-;Unknown;Unknown;;;Unknown;Speed;Nigeria;Very Strong;Greece;True;Fairly Strong;187 cm;26;Perfect;Extensive Knowledge;Very Low;7;15;14;6;10;12;2;14;13;14;8;5;Portugal;Premier League;15;12;13;9;15;13;Sporting CP;11;13;15;11;13;13;12;13;2;1;3;2;2;2;1;1;1;3;21M € - 26M €;A-
;Pep Chavarría;15;D (L);Full-back;Yes;D/WB/M/AM (L);15;12;11;14;14;16;11;8;12;14;A-;Heading;Unknown;;;Unknown;Speed;France;Weak;Spain;True;Very Strong;174 cm;28;Very Good;Extensive Knowledge;Average;13;7;14;9;7;8;2;14;9;11;14;11;Spain;Lower Saxony;15;15;11;11;13;10;Vallecano;14;9;14;12;12;13;13;13;1;3;1;2;2;1;2;2;3;3;26M € - 32M €;A-
Wnt;Christos Tzolis;15;AM (L);Winger;Yes;M (L), AM (RLC), ST (C);15;13;8;11;13;13;11;11;7-9;15;A-;Unknown;Unknown;;;Unknown;Technique;Germany;Very Strong;Greece;True;Fairly Strong;179 cm;24;Fairly Okay;Reasonable Knowledge;Very Low;7-9;14;13;5-7;12;9-11;2-4;14;16;15;16;13;Belgium;Jupiler Pro League;13;12;13;5-7;15;6-9;Club Brugge;13;15;13;10-12;9-12;14;14-17;10;2-4;3-5;1-3;1-2;3-5;2-4;2-4;2-5;1-3;1-4;29M € - 47M €;A-
;Mathias Jensen;12;M (C);Midfielder;Yes;DM, M (C);12;12;10;13;12;13;12;12;9;14;A-;Unknown;Unknown;;;Unknown;Team Player;England;Very Strong;Denmark;True;Strong;180 cm;30;Very Good;Extensive Knowledge;High;13;11;14;17;11;9;3;14;10;13;13;13;England;Premier League;15;14;16;12;13;13;Brentford;14;14;14;14;9;14;14;13;3;4;1;1;2;1;4;1;2;4;28M € - 34M €;A-
Wnt;Andrei Raţiu;16;D (R);Full-back;Yes;D/WB (R);13;13;11;13;18;17;14;7;12;14;A-;Heading;Unknown;;;Unknown;Speed;Spain;Very Strong;Romania;True;Reasonable;183 cm;28;Very Good;Extensive Knowledge;Low;12;6;11;14;11;8;1;10;7;14;12;5;Spain;First Division;15;13;11;12;11;8;Vallecano;13;16;14;12;13;9;13;15;3;2;2;3;4;1;2;2;3;1;25M €;A-
;Rico Henry;15;D (L);Full-back;Yes;D/WB (L);14;14;9;14;15;14;12;7;12;13;A-;Unknown;Unknown;;;Unknown;Speed;England;Weak;England;False;Very Strong;170 cm;28;Extremely Good;Extensive Knowledge;Average;13;8;13;9;10;13;2;14;10;14;13;7;England;Premier League;15;15;14;15;12;12;Brentford;14;13;15;14;12;14;14;14;4;3;2;1;3;1;2;1;3;1;42M € - 50M €;A-
Wnt;Pedro Díaz;13;M (C);Cultured midfielder;Yes;M/AM (C);14;13;10;13;12;14;13;13;11;15;A-;Unknown;Unknown;;;Unknown;Team Player;Suriname;Very Strong;Spain;True;Reasonable;180 cm;28;Good;Extensive Knowledge;Average;10;12;15;7;15;9;1;15;10;14;11;12;Spain;First Division;15;15;15;11;11;9;Vallecano;11;12;12;11;13;11;11;13;2;1;2;1;3;1;3;3;3;2;6M € - 7,4M €;A-
;Victor Kristiansen;13;D (L);Full-back;Yes;D (LC), WB (L);12;12;12;15;12;14;12;10;12;13;A-;Unknown;Unknown;;;Unknown;Team Player;Ghana;Reasonable;Denmark;True;Very Strong;181 cm;23;Okay;Extensive Knowledge;Average;13;5;12;12;9;11;1;12;8;12;12;12;England;Sky Bet Championship;15;14;12;11;12;10;Leicester;13;11;17;12;15;13;12;15;3;2;2;1;3;3;4;1;3;3;22M €;A-
;Mads Bidstrup;13;DM;Tireless defensive midfielder;Yes;DM, M (C);14;13;9;15;13;16;12;9;13;14;A-;Unknown;Unknown;;;Unknown;Team Player;Mexico;Very Strong;Denmark;True;Reasonable;178 cm;25;Very Poor;Reasonable Knowledge;Very Low;13;6-9;14;6;13;11;2-4;14;10;14;12;10;Austria;Premier Division;17;15;15;15;13;15;FC RB Salzburg;13;10;16;13;13;13;14;14;1-2;3-5;3-5;1;1-2;1-3;1-3;2-5;1-3;1-3;11,5M € - 18M €;A-
;Álex Remiro;13;GK;Playmaking goalkeeper;Yes;GK;14;12;15;13;13;11;12;7;2;16;A-;Unknown;Unknown;;;Unknown;Reflexes;The Gambia;Very Strong;Spain;True;Reasonable;192 cm;31;Good;Extensive Knowledge;Low;1;3;17;1;2;2;13;11;2;1;2;6;Spain;First Division;8;13;12;13;1;12;Real San Sebastián;13;5;12;12;7;12;12;12;13;14;14;16;11;13;15;15;8;15;85M €;A-
;Vanderson;15;WB (R);Full-back;Yes;D/WB/M (R);15;13;8;16;15;15;11;12;10;14;A-;Heading;Unknown;;;Unknown;Speed;Suriname;Very Strong;Brazil;False;Weak;173 cm;25;Good;Extensive Knowledge;Low;12;9;13;8;9;10;2;14;10;14;14;9;France;National 3 - Group A;13;15;14;11;15;8;AS Monaco;13;13;15;11;13;13;13;15;2;1;1;2;2;1;2;4;3;2;17M € - 25M €;A-
Bid;Franck Kessié;12;DM;Tenacious midfielder;Yes;DM, M (C);12;13;12;17;12;16;15;6;13;13;A-;Unknown;Unknown;;;Unknown;Team Player;Italy;Very Strong;Ivory Coast;True;Reasonable;183 cm;29;Perfect;Extensive Knowledge;Very Low;15;18;14;8;12;13;1;12;13;11;7;5;Ivory Coast;Bundesliga;17;19;12;14;14;14;RB Leipzig;15;8;17;14;17;14;14;16;2;1;2;3;2;2;2;4;2;2;0 €;A-
;Ola Aina;18;WB (R);Attacking full-back;Yes;D/WB/M (RL);13;12;11;16;17;14;10;4;9;12;A-;Unknown;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Strong;184 cm;29;Really Good;Extensive Knowledge;Below Average;12;5;11;12;6;11;3;11;7;12;12;5;England;Premier League;15;13;10;9;11;7;Nott'm Forest;13;14;12;12;11;12;9;9;2;2;1;1;1;2;1;2;3;2;37M € - 55M €;A-
;Dávid Strelec;14;ST (C);Striker;Yes;AM (RC), ST (C);12;11;12;15;13;11;11;8;6;14;A-;Unknown;Unknown;;;Unknown;Skill;Jamaica;Fairly Strong;Slovakia;True;Very Strong;185 cm;25;Quite Good;Extensive Knowledge;Below Average;6;8;13;8;9;13;2;13;15;14;9;9;England;Sky Bet Championship;14;12;15;7;16;8;Middlesbrough;14;15;15;13;11;15;14;12;4;1;2;3;3;4;1;1;3;2;11M € - 13M €;A-
;Igor Jesus;14;ST (C);Striker;Yes;ST (C);13;15;14;13;13;13;14;8;6;14;A-;Marking;Unknown;;;Unknown;Team Player;U.A.E.;Very Strong;Brazil;False;Reasonable;182 cm;25;Fairly Good;Extensive Knowledge;Below Average;7;13;12;7;12;14;1;13;15;13;11;6;England;Premier League;15;14;12;7;16;12;Nott'm Forest;13;11;13;13;11;14;14;15;3;3;3;2;1;2;1;3;1;3;41M € - 49M €;A-
;Nehuén Pérez;14;D (C);Centre-back;Yes;D (C);14;13;13;14;14;14;13;5;14;10;A-;Team Player;Unknown;;;Unknown;Speed;Tunisia;Very Strong;Argentina;False;Reasonable;186 cm;26;Really Good;Extensive Knowledge;Very Low;15;5;14;13;8;14;2;11;7;6;6;4;Portugal;Premier League;13;14;12;13;7;10;FC Porto;13;5;17;14;17;16;15;15;4;3;3;4;1;3;1;3;3;2;27M € - 39M €;A-
;Lewis Ferguson;12;DM;Tireless midfielder;Yes;DM, M/AM (C);11;14;13;16;12;17;15;8;13;13;A-;Unknown;Unknown;;;Unknown;Team Player;England;Very Strong;Scotland;False;Weak;181 cm;26;Quite Good;Extensive Knowledge;Below Average;14;15;14;7;13;15;2;12;12;13;9;12;Italy;Serie A;17;15;12;15;15;14;Bologna;14;10;16;13;16;13;13;14;3;2;2;1;3;3;4;1;1;3;15M € - 22M €;A-
Wnt;Víctor Gómez;14;WB (R);Attacking full-back;Yes;D/WB/M (R);13;17;5;12;14;14;11;7;10;15;A-;Heading;Unknown;;;Unknown;Speed;France;Very Strong;Spain;True;Reasonable;169 cm;26;Really Good;Extensive Knowledge;Very Low;10;9;14;12;8;7;1;14;8;10;13;12;Portugal;Premier League;12;16;12;13;13;10;BRG;15;11;13;12;8;15;16;9;1;2;2;1;3;2;3;4;1;3;29M €;A-
;Ismaïla Sarr;15;AM (R);Winger;Yes;M (RL), AM (RLC), ST (C);13;14;14;15;17;14;13;10;6;12;A-;Unknown;Unknown;;;Unknown;Speed;France;Very Strong;Senegal;False;Weak;188 cm;28;Slightly Poor;Extensive Knowledge;Average;7;13;12;6;12;10;2;13;14;15;11;10;England;Second Division;14;12;12;7;14;6;Crystal Palace;11;14;12;10;9;13;13;12;3;2;1;4;2;3;3;2;2;1;39M € - 57M €;A-
Inj;Mohamed Diomandé;14;M (C);Midfielder;Yes;DM, M (C), AM (LC);14;13;11;13;14;12;9;14;4;15;A-;Marking;Unknown;;;Unknown;Skill;Ghana;Weak;Ivory Coast;False;Very Strong;175 cm;24;Fairly Poor;Extensive Knowledge;Very Low;5;13;15;3;12;12;1;15;12;15;12;13;Scotland;William Hill Premiership;13;13;13;6;14;9;Rangers;12;15;14;14;10;13;14;11;2;4;2;3;3;3;3;3;2;3;11M € - 13,5M €;A-
;Caoimhin Kelleher;13;GK;Goalkeeper;Yes;GK;15;14;12;13;12;10;12;7;3;14;A-;Unknown;Unknown;;;Unknown;Reflexes;Scotland;Very Strong;Ireland;True;Weak;188 cm;27;Fairly Good;Extensive Knowledge;Average;1;2;13;3;2;9;9;14;3;1;3;5;England;Premier League;12;13;8;14;2;8;Brentford;13;2;15;12;8;14;15;13;13;13;14;17;17;14;13;14;7;15;27M € - 40M €;A-
;Moussa Diaby;18;AM (R);Winger;Yes;AM (RL), ST (C);17;15;6;16;15;13;8;13;5;16;A-;Unknown;Unknown;;;Unknown;Speed;Mali;Reasonable;France;True;Very Strong;170 cm;26;Excellent;Extensive Knowledge;Very Low;6;10;14;4;13;5;1;14;12;16;13;13;Saudi Arabia;Sky Bet Championship;11;11;13;8;15;5;Al-Ittihad;13;15;12;12;14;13;13;9;3;3;3;1;2;4;1;3;3;3;57M € - 83M €;A-
Int;Hugo Souza;13;GK;Towering goalkeeper;Yes;GK;16;12;19;14;12;14;14;12;2-4;8;A-;Unknown;Unknown;;;Unknown;Aerial Reach;Portugal;Very Strong;Brazil;False;Weak;199 cm;27;Perfect;Reasonable Knowledge;Very Low;1-3;1-2;7-9;1-2;1-3;1-2;12;8;2-5;1-3;1-3;10-12;Brazil;First Division;12;13;10;12;2;10;COR;13;3;14;13;9;12;13;16;14;13;18;14;14;14;12;9;5;14;11,5M € - 18M €;A-
Loa;Malick Yalcouyé;14;DM;Midfielder;Yes;DM, M/AM (C);14;10;7;15;13;16;10;7;9;12;A-;Unknown;Unknown;;;Unknown;Team Player;Ivory Coast;Very Strong;Mali;False;Reasonable;169 cm;20;Good;Extensive Knowledge;Below Average;12;8;12;5;11;7;3;13;8;12;9;7;England;Premier League;16;14;12;12;13;7;Brighton;13;11;15;11;15;13;12;15;2;2;3;1;4;1;3;2;2;2;17,5M € - 25M €;A-
Wnt;Lucas Beltrán;14;AM (C);Attacking midfielder;Yes;AM (C), ST (C);14;15;12;14;13;15;13;7;6;14;A-;Unknown;Unknown;;;Unknown;Team Player;Italy;Very Strong;Argentina;True;Reasonable;174 cm;25;Okay;Extensive Knowledge;Average;9;16;13;7;12;14;1;14;12;14;11;7;Italy;R1 - Nelle Aquitaine - B;16;16;13;8;14;9;Fiorentina;12;14;13;13;15;14;14;13;1;2;1;1;3;2;2;2;2;1;14,5M € - 21M €;A-
;Sander Berge;12;M (C);Midfielder;Yes;DM, M/AM (C);13;14;12;14;13;14;13;9;11;15;A-;Unknown;Unknown;;;Unknown;Intelligence;Ivory Coast;Very Strong;Norway;True;Reasonable;195 cm;28;Fairly Poor;Extensive Knowledge;Average;14;12;15;6;10;9;3;13;10;13;11;9;England;Sky Bet Championship;12;15;14;14;13;11;Fulham;15;11;14;15;12;13;14;10;3;2;3;1;3;2;4;1;1;2;23M €;A-
;Iker Muñoz;12;DM;Midfielder;Yes;DM, M (C);13;12;9;13;12;13;10;9;7;12;A-;Unknown;Unknown;;;Unknown;Team Player;France;Very Strong;Spain;True;Fairly Strong;179 cm;23;Very Good;Extensive Knowledge;Low;14;10;13;6;12;10;1;13;11;9;11;11;Spain;First Division;14;15;13;14;10;12;Atlético Pamplona;13;11;13;13;10;13;14;14;3;2;1;1;2;1;1;1;1;4;12M €;A-
;Keane Lewis-Potter;14;AM (L);Winger;Yes;D/WB (L), AM (RL);15;11;10;14;14;14;11;10;7;13;A-;Unknown;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Reasonable;170 cm;25;Really Good;Extensive Knowledge;Below Average;13;12;13;9;12;10;1;13;12;14;14;9;England;Premier League;15;13;13;10;13;9;Brentford;14;13;17;13;12;14;13;13;1;2;1;1;2;3;3;1;1;2;43M € - 63M €;A-
Wnt;Calvin Bassey;14;D (C);Centre-back;Yes;D (LC);10;13;16;16;15;19;18;7;15;12;A-;Unknown;Unknown;;;Unknown;Athleticism;England;Weak;Italy;True;Very Strong;185 cm;26;Fairly Poor;Extensive Knowledge;Below Average;14;9;11;14;7;15;2;10;7;12;12;9;England;Sky Bet Championship;15;12;7;14;12;11;Fulham;14;11;10;13;15;13;13;16;3;1;3;2;1;3;2;3;1;1;30M €;A-
;Rodrigo Zalazar;12-16;AM (C);Attacking midfielder;Yes;M (C), AM (RLC);12-15;16-19;6-10;12-16;12-16;11-14;11-14;15-18;6-10;14-17;A-;Heading;Unknown;;;Unknown;Skill;Spain;Very Strong;Spain;True;Reasonable;178 cm;26;Scouting Required;Minimal Knowledge;Very Low;12-16;13-16;13-17;5-8;12-15;9-13;1-4;14-17;15-18;13-16;13-17;12-16;Portugal;Lower Saxony;15-18;10-14;12-16;11-14;13-16;9-13;BRG;10-13;13-17;17-20;7-11;17-20;11-14;9-12;16-19;1-3;1-4;1-4;3-6;2-5;1-3;1-4;1-2;1-3;2-6;45M € - 58M €;A-
;Ilay Camara;11-15;WB (L);Attacking full-back;Yes;D/WB (RL), M (R);10-13;13-16;11-14;13-17;10-14;13-17;11-14;8-11;13-16;12-16;A-;Unknown;Unknown;;;Unknown;Athleticism;Belgium;Very Strong;Belgium;True;Fairly Strong;174 cm;23;Scouting Required;Minimal Knowledge;Very Low;10-14;7-10;11-15;8-11;10-14;7-11;1-2;10-13;10-13;10-13;11-15;7-10;Belgium;Jupiler Pro League;12-16;10-14;7-11;11-14;13-16;7-11;RSC Anderlecht;11-15;13-16;10-13;12-15;9-13;8-11;10-13;12-15;1-3;1-3;1-4;3-6;1-5;1-4;1-5;2-5;1-4;2-6;14,5M € - 22M €;A-
Int;Sacha Boey;15;D (R);Full-back;Yes;D/WB (R);14;16;12;8;14;16;14;7;13;12;A-;Unknown;Unknown;;;Unknown;Team Player;Cameroon;Very Strong;France;True;Reasonable;178 cm;25;Extremely Good;Extensive Knowledge;High;15;10;12;13;8;8;2;12;7;13;11;8;Germany;Bundesliga;17;13;11;13;12;9;FC Bayern München;11;12;15;12;16;11;13;16;1;2;3;4;2;2;2;2;1;3;8,6M €;A-
;Nathan Collins;13;D (C);Commanding centre-back;Yes;D (C);11;14;15;15;14;14;15;7;14;13;A-;Unknown;Unknown;;;Unknown;Team Player;Ghana;Very Strong;Ireland;True;Reasonable;193 cm;25;Fairly Good;Extensive Knowledge;Low;16;5;13;10;6;15;3;12;8;11;8;4;England;Premier League;15;15;13;14;7;16;Brentford;13;7;15;14;14;15;14;17;2;2;1;3;1;1;2;1;2;2;44M € - 63M €;A-
Loa;Abdoullah Ba;12;M (C);Midfielder;Yes;DM, M (C), AM (RLC);13;13;10;12;14;13;9;9;10;14;B+;Marking;Unknown;;;Unknown;Speed;Mauritania;Very Strong;France;True;Fairly Strong;180 cm;22;Slightly Poor;Extensive Knowledge;Average;8;9;12;3;12;7;1;10;9;11;9;4;England;Sky Bet Championship;11;10;12;11;10;11;Sunderland;8;14;15;8;10;11;10;12;2;2;2;2;2;1;2;3;1;3;1M € - 4,9M €;B+
Wnt;Liel Abada;12-15;AM (R);Winger;Yes;M (R), AM (RL), ST (C);13-16;9-13;5-9;11-14;13-16;13-16;9-13;8-12;2-6;12-15;B+;Unknown;Unknown;;;Unknown;Speed;Portugal;Very Strong;Israel;True;Reasonable;168 cm;24;Scouting Required;Minimal Knowledge;Very Low;5-8;10-13;9-12;6-10;8-11;5-8;1-2;9-13;11-15;14-17;9-12;11-15;U.S.A.;MLS;12-15;9-12;11-14;7-11;14-17;9-12;Charlotte FC;13-16;12-16;12-16;10-14;9-12;9-13;16-19;9-13;1-4;1-4;1-3;1-5;2-5;2-6;2-5;3-6;1-4;1;8,4M € - 10M €;B+
Bid;Lorenzo Lucca;12;ST (C);Rangy striker;Yes;ST (C);12;16;18;13;14;14;17;12;6;13;B+;Unknown;Unknown;;;Unknown;Heading;Mexico;Very Strong;Italy;True;Reasonable;201 cm;25;Good;Extensive Knowledge;Low;7;14;11;8;13;17;3;11;15;11;7;5;Italy;Serie A;12;11;11;7;14;10;Parthenope;14;12;16;11;15;13;15;14;3;3;3;2;3;3;3;3;1;2;8M €;B+
;Aaron Ramsey;14;AM (C);Midfielder;Yes;M/AM (C);14;14;9;11;14;12;8;7;8;14;B+;Unknown;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Reasonable;178 cm;23;Quite Good;Extensive Knowledge;Above Average;8;8;14;5;11;6;3;14;12;14;12;10;England;Premier League;11;12;14;11;12;5;Burnley;12;13;12;13;6;14;14;10;2;3;2;1;4;2;1;2;3;1;10M € - 12M €;B+
;Sergiño Dest;17;WB (R);Attacking full-back;Yes;D/WB (RL);15;12;7;10;14;14;7;8;12;14;B+;Heading;Unknown;;;Unknown;Speed;Netherlands;Very Strong;Netherlands;True;Reasonable;171 cm;25;Quite Good;Extensive Knowledge;Very Low;11;9;13;11;10;7;2;14;7;14;14;8;Netherlands;Eredivisie;13;14;12;12;14;8;PSV;13;17;13;13;10;11;13;12;1;2;2;3;2;2;3;2;2;3;32M € - 39M €;B+
;Leo Walta;13;M (C);Midfielder;Yes;DM, M/AM (C);13;9;6;13;12;12;7;14;8;14;B+;Marking;Unknown;;;Unknown;Technique;Suriname;Very Strong;Finland;True;Fairly Strong;172 cm;23;Really Good;Extensive Knowledge;Very Low;8;15;14;7;14;6;3;14;12;13;12;12;Sweden;National 3 - Group A;12;13;13;10;13;10;IK Sirius;12;12;14;12;11;13;13;11;1;2;1;1;2;1;3;4;2;2;3,8M € - 7,2M €;B+
;Nathan Ngoy;12-15;D (C);Centre-back;Yes;D (C);10-14;12-16;10-13;11-14;12-15;12-15;14-18;6-10;14-17;15-18;B+;Unknown;Unknown;;;Unknown;Speed;DR Congo;Very Strong;Belgium;True;Weak;183 cm;23;Scouting Required;Minimal Knowledge;Below Average;9-12;2-6;12-15;7-11;12-15;12-15;1-4;11-15;10-14;9-13;3-6;2-5;France;Ligue 1 McDonald's;15-18;10-13;10-13;12-16;7-11;9-12;LOSC;12-15;11-14;11-15;10-13;12-15;11-15;11-15;13-17;1-3;1;1;1-4;2-5;1-4;3-6;1-3;1-2;2-5;10M € - 12,5M €;B+
Req;Ethan Ampadu;13;DM;Centre-back;Yes;D (C), DM, M (C);11;15;13;13;13;13;13;6;14;12;B+;Unknown;Unknown;;;Unknown;Team Player;England;Very Strong;England;True;Fairly Strong;182 cm;25;Fair;Extensive Knowledge;Average;15;7;13;16;5;12;1;12;6;10;9;6;England;Sky Bet Championship;14;15;12;14;9;15;Leeds;14;7;15;14;12;15;15;16;3;2;3;3;1;1;2;3;2;3;25M €;B+
;Mouctar Diakhaby;10-14;D (C);Powerful centre-back;Yes;D (C), DM;11-15;11-14;15-18;12-16;13-16;14-18;13-16;3-6;13-16;8-12;B+;Unknown;Unknown;;;Unknown;Heading;France;Very Strong;France;True;Weak;189 cm;29;Scouting Required;Minimal Knowledge;High;14-17;9-13;10-14;4-7;4-8;16-19;1-2;9-12;4-7;11-15;9-13;5-8;Spain;First Division;13-17;14-17;13-16;11-14;7-11;10-14;Valencia;11-15;7-10;14-17;11-14;11-15;12-15;12-16;12-15;1-2;2-5;3-6;1-3;1-4;1-4;1-4;1-5;2-5;1-3;19,5M € - 25M €;B+
;João Gomes;13;DM;Defensive midfielder;Yes;DM, M (C);14;12;11;15;13;13;14;7;14;13;B+;Team Player;Unknown;;;Unknown;Team Player;Tunisia;Very Strong;Brazil;False;Weak;176 cm;25;Okay;Extensive Knowledge;Average;16;10;14;11;12;10;3;14;11;14;10;10;England;Premier League;16;16;12;15;14;10;Wolves;13;15;16;13;16;14;14;16;1;2;1;3;2;3;2;1;2;3;61M € - 75M €;B+
;Josh Griffiths;12-14;GK;Goalkeeper;Yes;GK;10;11;14-16;10-12;10-12;12-14;9-11;7-10;2-4;13-15;B+;Marking;Unknown;;;Unknown;Unknown;U.A.E.;Very Strong;England;False;Weak;195 cm;24;Scouting Required;Marginal Knowledge;Low;1-2;3-6;13-15;2-4;2-4;1-2;12;7-9;1-3;1-2;1-3;3-5;England;Sky Bet Championship;10-12;9-11;7-9;12;8-11;8;West Brom;11;6-8;10-12;11;5-7;15;11;12;8;13;16;13;8;15;14;14;7;13;3M € - 6,4M €;B+
Wnt;Mattéo Guendouzi;14;DM;Tenacious midfielder;Yes;DM, M (C);14;13;11;16;14;16;12;10-12;12;13;B+;Heading;Unknown;;;Unknown;Team Player;Morocco;Very Strong;France;True;Reasonable;185 cm;27;Quite Good;Reasonable Knowledge;Very Low;15;7-9;14;2-5;13;12;1-2;15;11;13;14;3-6;Türkiye;Super League;17;16;14;15;15;14;Fenerbahçe;13-15;14;17;13;15;13;15-17;16;1-3;2-4;2-4;1-2;1-3;1-3;1-3;3-5;1-3;1;37M € - 46M €;B+
;Brennan Johnson;16;AM (C);Winger;Yes;M (RL), AM (RLC), ST (C);13;14;12;13;15;13;10;11;7;11;B+;Unknown;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Fairly Strong;186 cm;25;Slightly Poor;Extensive Knowledge;Below Average;6;14;10;6;11;8;2;11;16;10;11;10;England;Premier League;12;13;11;7;17;8;Crystal Palace;11;12;12;10;7;14;14;8;4;3;1;3;1;3;2;2;3;2;49M € - 73M €;B+
;Neco Williams;14;WB (R);Attacking full-back;Yes;D/WB (RL);13;13;11;15;14;14;11;13;11;13;B+;Unknown;Unknown;;;Unknown;Speed;England;Very Strong;Wales;False;Reasonable;183 cm;25;Quite Good;Extensive Knowledge;Below Average;13;14;13;10;12;11;3;14;11;14;14;8;England;Premier League;15;14;12;13;12;10;Nott'm Forest;12;11;14;12;14;11;10;13;1;1;1;1;2;2;1;1;4;1;25M € - 36M €;B+
ESC;Duccio Degli Innocenti;12;M (C);Midfielder;Yes;DM, M (C);12;12;12;11;13;13;11;13;10;14;B+;Unknown;Unknown;;;Unknown;Intelligence;Ghana;Very Strong;Italy;True;Weak;183 cm;23;Slightly Poor;Extensive Knowledge;Below Average;9;14;13;6;13;10;3;13;11;12;13;13;England;Sky Bet Championship;11;16;14;12;13;9;Sunderland;13;11;11;12;11;10;15;9;4;2;2;2;3;3;3;1;2;3;4,5M € - 6,8M €;B+
Lst;Mateo Kovačić;15;M (C);World class midfielder;Yes;DM, M (C);12;16;9;12;13;14;13;12;12;16;B+;Unknown;Unknown;;;Unknown;Skill;Austria;Very Strong;Austria;True;Reasonable;176 cm;32;Superb;Extensive Knowledge;Above Average;15;12;14;7;9;10;2;16;8;15;10;10;England;Second Division;17;15;15;13;13;11;Man City;14;14;17;11;14;17;15;14;1;2;3;2;1;2;3;3;2;2;17M €;B+
Lst;Randal Kolo Muani;17;ST (C);Striker;Yes;AM (RL), ST (C);15;14;14;16;16;14;13;8;5;15;B+;Unknown;Unknown;;;Unknown;Speed;DR Congo;Very Strong;France;True;Reasonable;187 cm;27;Very Good;Extensive Knowledge;Low;6;15;12;6;10;13;2;15;15;11;9;7;France;Ligue 1 McDonald's;11;11;12;6;12;10;Paris SG;13;16;15;12;14;13;14;12;2;2;3;3;1;3;3;3;3;1;13,5M €;B+
;Patrick Dorgu;16;WB (L);Attacking full-back;Yes;D/WB/M (L), AM (RL);15;11;12;13;16;14;14;8;9;13;B+;Unknown;Unknown;;;Unknown;Speed;Nigeria;Weak;Denmark;True;Very Strong;185 cm;21;Very Good;Extensive Knowledge;Below Average;12;10;11;7;7;10;3;13;11;13;12;7;England;Premier League;15;13;10;11;15;7;Man Utd;10;12;15;13;14;10;13;10;2;1;2;3;1;1;3;1;3;3;33M € - 48M €;B+
Inj;Jean-Clair Todibo;14;D (C);Centre-back;Yes;D (C);11;13;14;17;15;14;16;4;15;13;B+;Unknown;Unknown;;;Unknown;Athleticism;French Guiana;Very Strong;French Guiana;True;Reasonable;190 cm;26;Fairly Good;Extensive Knowledge;Above Average;15;5;14;7;8;14;4;13;8;12;5;3;England;R1 - Nelle Aquitaine - B;12;14;12;14;7;11;West Ham;11;11;15;14;14;14;15;14;3;1;2;2;4;1;2;2;1;4;27M € - 33M €;B+
;Mads Hermansen;12;GK;Goalkeeper;Yes;GK;14;12;14;13;11;12;12;9;1;13;B+;Unknown;Unknown;;;Unknown;Reflexes;Ivory Coast;Very Strong;Denmark;True;Reasonable;187 cm;25;Okay;Extensive Knowledge;High;3;1;12;3;3;8;12;12;3;3;2;5;England;Premier League;12;15;12;13;2;11;West Ham;12;11;12;13;7;14;13;12;14;11;12;16;12;13;12;13;12;12;14,5M € - 21M €;B+
;Davide Zappacosta;11-14;D (R);Attacking full-back;Yes;D/WB/M (RL);8-11;8-12;10-14;13-16;11-15;9-12;10-13;4-8;11-15;10-13;B+;Unknown;Unknown;;;Unknown;Team Player;France;Very Strong;Italy;True;Weak;185 cm;34;Scouting Required;Minimal Knowledge;High;13-17;6-9;11-14;11-14;9-12;8-12;2-5;13-16;8-12;11-14;12-15;8-12;Italy;Serie A;12-15;15-19;10-14;11-15;12-15;5-8;Bergamo;10-13;9-13;15-18;14-18;9-12;13-16;12-15;10-14;3-6;1-5;1-4;1-3;1-2;1-5;1;1-4;1-4;1-3;3M €;B+
